MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Sale Type,SalePrice,PropertyAge,PropertyModAge,GarageAge
80,RL,65.0,14149,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,Hip,CompShg,HdBoard,HdBoard,BrkFace,50.0,Gd,Gd,CBlock,TA,TA,Gd,LwQ,68.0,BLQ,980.0,GasA,TA,Y,SBrkr,1020,0,1020,0.0,2,0,TA,5,Typ,1,Po,Detchd,Unf,2.0,528.0,TA,TA,Y,0,0,May,WD ,12.013700752882718,43,6,37.0
50,RM,63.0,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,540.0,GasA,Gd,N,FuseA,889,551,1440,0.0,1,0,TA,6,Typ,0,None,Attchd,Unf,1.0,352.0,Fa,TA,Y,0,0,Apr,WD ,11.27720313144916,106,56,66.0
160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,376.0,Unf,600.0,GasA,Ex,Y,SBrkr,600,636,1236,1.0,2,1,Gd,4,Typ,0,None,Detchd,RFn,2.0,480.0,TA,TA,Y,0,166,May,WD ,11.931635799828413,5,5,5.0
50,RM,50.0,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,399.0,Unf,1004.0,GasA,Ex,Y,SBrkr,1004,660,1664,0.0,2,0,TA,7,Typ,2,Gd,Detchd,Unf,2.0,420.0,TA,TA,Y,0,24,Oct,WD ,11.976659481202368,59,56,56.0
20,RL,72.0,12493,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,419.0,Rec,1100.0,GasA,TA,Y,SBrkr,1100,0,1100,1.0,1,0,TA,6,Typ,1,Po,Attchd,RFn,1.0,312.0,TA,TA,Y,355,0,Apr,WD ,11.856515169360305,48,48,48.0
20,RL,72.0,10368,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,CBlock,TA,TA,No,ALQ,260.0,LwQ,1008.0,GasA,Ex,Y,SBrkr,1488,0,1488,1.0,1,1,TA,7,Typ,1,Gd,Attchd,Fin,2.0,430.0,TA,TA,Y,154,60,Apr,WD ,12.025749091398891,42,42,42.0
50,RM,53.0,6360,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,Stone,300.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,LwQ,835.0,GasA,TA,Y,FuseA,955,498,1453,0.0,1,1,Gd,7,Min2,2,Fa,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,Mar,WD ,11.790557201568507,68,60,68.0
20,RL,114.0,10357,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738.0,Unf,910.0,GasA,Gd,Y,SBrkr,1442,0,1442,1.0,2,0,Gd,6,Typ,1,TA,Attchd,Fin,2.0,719.0,TA,TA,Y,0,244,May,WD ,12.100156419938624,17,16,17.0
20,RL,70.0,9819,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,Unf,882.0,GasA,TA,Y,SBrkr,900,0,900,0.0,1,0,TA,5,Typ,0,None,Detchd,Unf,1.0,280.0,TA,TA,Y,0,0,Feb,WD ,11.711776323715394,43,43,40.0
20,RL,80.0,7936,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,826.0,Unf,1045.0,GasA,TA,Y,SBrkr,1045,0,1045,1.0,1,0,TA,6,Typ,1,Fa,Attchd,RFn,1.0,264.0,TA,TA,Y,0,0,Apr,WD ,11.751942365440728,46,46,46.0
120,RH,26.0,8773,Pave,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,951.0,Unf,1487.0,GasA,Ex,Y,SBrkr,1419,0,1419,1.0,2,0,Gd,4,Typ,0,None,Attchd,Fin,2.0,543.0,TA,TA,Y,196,68,Sep,WD ,12.154779351142624,4,4,4.0
85,RL,75.0,11235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,30.0,TA,TA,CBlock,Gd,TA,Av,BLQ,785.0,Unf,1420.0,GasA,Gd,Y,SBrkr,1452,0,1452,1.0,1,0,TA,6,Min2,1,TA,Detchd,Unf,2.0,572.0,TA,TA,Y,92,0,Nov,WD ,11.973194365119067,43,27,43.0
80,RL,70.0,12886,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444.0,Unf,520.0,GasA,Ex,Y,SBrkr,1464,0,1464,0.0,2,0,TA,6,Min2,1,TA,Attchd,RFn,2.0,480.0,TA,TA,Y,302,0,Oct,WD ,12.072541252905651,46,10,12.0
20,RL,42.0,14892,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1320.0,Unf,1746.0,GasA,Ex,Y,SBrkr,1746,0,1746,1.0,2,0,Ex,7,Typ,2,Gd,Attchd,Fin,3.0,758.0,TA,TA,Y,201,39,Oct,WD ,12.841325847671216,3,2,3.0
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,448.0,Unf,928.0,GasA,TA,Y,FuseF,928,608,1536,0.0,2,0,TA,7,Typ,1,Gd,Detchd,Unf,2.0,480.0,TA,TA,Y,0,10,Mar,WD ,11.837903322165706,80,60,80.0
20,RL,78.0,11645,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,1734.0,GasA,Ex,Y,SBrkr,1734,0,1734,1.0,2,0,Gd,7,Typ,0,None,Attchd,Fin,2.0,660.0,TA,TA,Y,160,24,Jan,WD ,12.468436909997665,1,1,1.0
20,RL,110.0,14977,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350.0,Unf,1976.0,GasA,Ex,Y,SBrkr,1976,0,1976,1.0,2,0,Gd,7,Typ,1,Ex,Attchd,RFn,3.0,908.0,TA,TA,Y,250,63,Jul,New,12.994530005894443,1,0,1.0
20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1212.0,GasA,Ex,Y,SBrkr,1212,0,1212,0.0,2,0,Gd,6,Typ,0,None,Attchd,RFn,2.0,573.0,TA,TA,Y,356,0,Jun,WD ,12.089538829274222,8,8,8.0
20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016.0,Unf,1052.0,GasA,Gd,Y,SBrkr,1052,0,1052,1.0,1,1,TA,5,Typ,0,None,Attchd,RFn,1.0,288.0,TA,TA,Y,356,0,Nov,WD ,11.83862560460953,38,38,38.0
20,RL,70.0,7420,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,417.0,Unf,1057.0,GasA,TA,Y,SBrkr,1057,0,1057,0.0,1,0,TA,6,Typ,0,None,Detchd,Fin,2.0,576.0,TA,TA,Y,0,0,Apr,WD ,11.790557201568507,45,45,30.0
50,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,468.0,Unf,1000.0,GasA,TA,Y,SBrkr,1068,541,1609,0.0,1,1,TA,7,Typ,0,None,Attchd,Unf,1.0,305.0,Fa,TA,Y,0,0,Jul,WD ,11.917723684090689,53,53,53.0
50,RM,51.0,7425,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Unf,0.0,Unf,672.0,GasA,Gd,Y,SBrkr,1195,473,1668,0.0,1,1,Gd,8,Typ,0,None,Attchd,Unf,1.0,252.0,TA,TA,Y,210,0,Aug,WD ,11.589886506106357,63,58,63.0
20,RL,88.0,7990,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,924.0,GasA,TA,Y,SBrkr,924,0,924,0.0,1,0,TA,5,Typ,0,None,Detchd,Unf,1.0,280.0,TA,TA,Y,0,0,Apr,WD ,11.608235644774552,33,33,27.0
160,RM,24.0,1300,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,285.0,Unf,561.0,GasA,TA,Y,SBrkr,561,668,1229,0.0,1,1,TA,5,Typ,1,TA,Attchd,Fin,2.0,462.0,TA,TA,Y,150,0,May,WD ,11.728036844587175,29,29,29.0
45,RL,55.0,5500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,882.0,GasA,Ex,Y,SBrkr,882,0,882,0.0,1,0,TA,4,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,0,Apr,WD ,11.544424132029599,51,51,0.0
120,FV,40.0,3606,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,GLQ,937.0,Unf,1352.0,GasA,Ex,Y,SBrkr,1352,0,1352,1.0,2,0,Gd,5,Typ,1,Gd,Attchd,RFn,2.0,466.0,TA,TA,Y,0,241,Aug,New,12.175613438045465,1,0,1.0
20,RL,70.0,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,948.0,GasA,TA,Y,SBrkr,948,0,948,0.0,1,0,TA,6,Typ,0,None,Attchd,Unf,1.0,300.0,TA,TA,Y,147,0,May,WD ,11.589886506106357,39,39,39.0
20,RL,70.0,9079,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,864.0,Unf,864.0,GasA,TA,Y,SBrkr,864,0,864,0.0,1,0,TA,5,Typ,0,None,Attchd,Unf,1.0,440.0,TA,TA,Y,158,0,Jul,WD ,11.711776323715394,48,48,48.0
150,RL,82.5,1700,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,397.0,Unf,430.0,GasA,TA,Y,SBrkr,880,680,1700,1.0,2,1,Gd,7,Typ,0,None,Basment,Fin,1.0,450.0,Gd,TA,Y,188,36,Apr,WD ,11.907666609715417,26,25,26.0
20,RL,68.0,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,1276.0,GasA,TA,Y,FuseA,1276,0,1276,0.0,1,0,TA,5,Mod,0,None,Attchd,Unf,1.0,350.0,TA,TA,Y,0,0,Jun,COD,11.002099841204238,51,51,51.0
20,RL,80.0,9938,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,Gd,TA,PConc,Gd,TA,No,GLQ,1271.0,Unf,1602.0,GasA,Ex,Y,SBrkr,1626,0,1626,1.0,2,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,534.0,TA,TA,Y,424,40,Apr,WD ,12.330500223905226,14,14,14.0
20,C (all),50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,50.0,Unf,480.0,GasA,TA,N,FuseA,480,0,480,1.0,0,0,TA,4,Typ,0,None,Detchd,Unf,1.0,308.0,TA,TA,Y,0,0,Oct,WD ,10.47194980911048,57,56,48.0
90,RL,38.0,7840,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,Flat,Tar&Grv,Plywood,Wd Shng,BrkFace,355.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,976.0,Unf,976.0,GasA,TA,Y,SBrkr,1012,0,1012,0.0,2,0,TA,4,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,0,Oct,WD ,11.755871643580617,31,31,0.0
20,RL,74.0,12395,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,647.0,Unf,864.0,GasA,TA,Y,SBrkr,889,0,889,0.0,1,0,TA,6,Typ,0,None,Attchd,Unf,2.0,484.0,TA,TA,Y,0,0,Apr,WD ,11.831379196088763,24,24,24.0
80,RL,62.5,9638,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,368.0,Rec,1029.0,GasA,TA,Y,SBrkr,1117,0,1117,1.0,1,0,TA,6,Typ,1,Fa,Attchd,RFn,2.0,542.0,TA,TA,Y,292,0,Nov,WD ,11.898187865760873,31,31,31.0
60,RL,108.0,13418,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,1117.0,GasA,Ex,Y,SBrkr,1132,1320,2452,0.0,3,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3.0,691.0,TA,TA,Y,113,32,Sep,WD ,12.641096555879882,2,1,2.0
20,RL,64.0,17597,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,9,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,803.0,ALQ,1803.0,GasA,TA,Y,SBrkr,2365,0,2365,1.0,2,0,Ex,7,Min1,2,Gd,Attchd,Fin,2.0,551.0,TA,TA,Y,200,144,Jul,WD ,12.66032791780777,38,0,38.0
20,RL,72.0,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,595.0,Unf,912.0,GasA,Ex,Y,SBrkr,912,0,912,1.0,1,0,Gd,5,Typ,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,0,240,Dec,WD ,11.898187865760873,43,0,16.0
120,RL,53.0,3982,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154.0,Unf,1520.0,GasA,Ex,Y,SBrkr,1567,0,1567,1.0,2,0,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,648.0,TA,TA,Y,312,0,Oct,New,12.485827127509431,0,0,0.0
80,RL,60.0,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,384.0,GasA,TA,Y,SBrkr,1360,0,1360,0.0,1,0,TA,6,Min1,1,TA,Detchd,Unf,2.0,572.0,TA,TA,Y,0,50,Feb,WD ,11.77528972943772,52,52,45.0
160,FV,73.0,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,436.0,Unf,756.0,GasA,Ex,Y,SBrkr,769,756,1525,0.0,2,1,Gd,5,Typ,1,TA,Detchd,Unf,2.0,440.0,TA,TA,Y,0,0,Jun,WD ,12.083905011555967,7,7,7.0
50,RM,58.0,8155,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,780.0,GasA,Gd,Y,FuseA,780,420,1200,0.0,1,0,TA,7,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,0,Jul,WD ,11.686878772093667,78,58,0.0
20,RL,50.0,5500,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,5,Shed,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,Mn,GLQ,510.0,LwQ,1073.0,GasA,Ex,Y,SBrkr,1073,0,1073,1.0,2,0,TA,4,Typ,0,None,Detchd,Unf,1.0,246.0,TA,TA,Y,0,120,May,WD ,11.964001084330445,2,2,2.0
20,RL,70.0,11553,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,No,BLQ,673.0,Unf,1051.0,GasA,TA,Y,SBrkr,1159,0,1159,0.0,1,1,TA,7,Typ,1,Fa,Attchd,Unf,1.0,336.0,TA,TA,Y,466,0,Jul,WD ,11.970350312009105,38,38,38.0
50,RL,55.0,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,150.0,Unf,1190.0,GasA,Gd,Y,SBrkr,1040,500,1540,1.0,1,0,Fa,7,Typ,0,None,Detchd,Unf,1.0,352.0,TA,TA,Y,0,0,Aug,WD ,11.652687407345388,52,52,5.0
20,RL,64.0,6285,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,138.0,Rec,894.0,GasA,TA,Y,SBrkr,894,0,894,1.0,1,0,TA,5,Typ,0,None,Detchd,Unf,1.0,308.0,TA,TA,Y,192,0,Mar,WD ,11.701477571514818,30,30,28.0
60,FV,73.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,533.0,Unf,814.0,GasA,Ex,Y,SBrkr,814,860,1674,1.0,2,1,Gd,7,Typ,0,None,Attchd,RFn,2.0,663.0,TA,TA,Y,0,96,Jan,WD ,12.283033686666302,10,10,10.0
160,RM,21.0,2001,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,546.0,GasA,Fa,Y,SBrkr,546,546,1092,0.0,1,1,TA,6,Typ,0,None,Attchd,Unf,1.0,286.0,TA,TA,Y,0,0,Jan,WD ,11.225243392518447,37,37,37.0
20,RL,95.0,19508,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,ImStucc,BrkFace,144.0,TA,TA,CBlock,TA,TA,Av,ALQ,800.0,Unf,1430.0,GasA,TA,Y,SBrkr,1430,0,1430,0.0,2,0,TA,6,Typ,2,TA,Attchd,Unf,2.0,484.0,TA,TA,Y,117,108,Jul,WD ,12.165250651009918,34,34,34.0
80,RL,70.0,7176,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,794.0,Unf,960.0,GasA,Fa,Y,SBrkr,1040,0,1040,1.0,1,0,TA,6,Typ,1,Fa,Detchd,Unf,2.0,616.0,TA,TA,Y,131,0,Jul,WD ,11.986049221552207,28,28,27.0
20,RL,91.0,10652,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1494.0,GasA,Ex,Y,SBrkr,1494,0,1494,0.0,2,0,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,840.0,TA,TA,Y,160,33,Aug,New,12.540757571577291,1,0,1.0
85,RL,70.0,11235,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,Gable,CompShg,HdBoard,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,784.0,Unf,981.0,GasA,TA,Y,SBrkr,1075,0,1075,1.0,1,0,Gd,6,Typ,0,None,Detchd,Unf,2.0,440.0,TA,TA,Y,64,0,May,WD ,11.904967552746252,45,45,12.0
20,RL,68.0,10265,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,CBlock,TA,TA,No,ALQ,758.0,Unf,992.0,GasA,Ex,Y,SBrkr,992,0,992,1.0,1,0,Gd,6,Typ,0,None,Attchd,RFn,1.0,294.0,TA,TA,Y,204,0,Jul,WD ,11.884489021402711,41,3,41.0
60,RL,88.5,14541,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1012.0,Unf,1338.0,GasA,Ex,Y,SBrkr,1352,1168,2520,1.0,2,1,Gd,10,Typ,1,TA,Attchd,RFn,3.0,796.0,TA,TA,Y,209,55,Nov,WD ,12.644327576461329,13,13,13.0
80,RL,83.0,10184,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,379.0,TA,TA,CBlock,TA,TA,Av,ALQ,580.0,Unf,1083.0,GasA,TA,Y,SBrkr,1146,0,1146,0.0,1,0,TA,6,Typ,1,Gd,Attchd,Unf,1.0,294.0,TA,TA,Y,345,75,Jun,WD ,12.013700752882718,43,43,43.0
60,RL,52.0,46589,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,1361.0,Rec,1629.0,GasA,Ex,Y,SBrkr,1686,762,2448,1.0,2,1,Gd,8,Typ,1,TA,Attchd,RFn,3.0,711.0,TA,TA,Y,517,76,Jul,WD ,12.904207367601158,15,4,15.0
60,FV,85.0,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1026.0,GasA,Ex,Y,SBrkr,1026,932,1958,0.0,2,1,Gd,9,Typ,1,Gd,Attchd,Fin,3.0,936.0,TA,TA,Y,154,210,Jul,WD ,12.429216196844383,3,3,3.0
180,RM,21.0,1470,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,522.0,Unf,630.0,GasA,TA,Y,SBrkr,630,0,630,1.0,1,0,TA,3,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,0,Apr,WD ,11.198214720130528,36,36,0.0
